expense_id,user_id,category_id,month,year,amount
1624,1,6,Nov,2024,382.04
1625,18,3,May,2023,658.89
1626,20,3,Apr,2024,31.03
1627,5,1,May,2024,569.46
1628,4,1,May,2023,788.77
1629,11,3,Jul,2024,266.76
1630,6,4,Nov,2024,940.93
1631,20,3,Oct,2023,919.77
1632,14,3,Oct,2023,177.61
1633,11,6,Feb,2024,132.06
1634,20,5,Sep,2023,322.39
1635,9,2,Feb,2023,968.04
1636,12,4,Jul,2023,818.63
1637,1,2,Mar,2024,904.75
1638,17,3,May,2023,221.91
1639,19,1,Dec,2024,13.28
1640,5,5,Dec,2024,700.31
1641,10,3,Aug,2023,543.65
1642,5,4,Mar,2023,488.08
1643,18,1,Mar,2024,766.51
1644,11,1,Aug,2024,323.7
1645,9,1,Aug,2024,233.64
1646,4,4,Dec,2024,669.28
1647,20,5,Jun,2024,114.17
1648,10,1,Apr,2024,534.98
1649,9,3,May,2024,919.43
1650,4,3,Oct,2024,941.29
1651,7,6,Sep,2024,577.59
1652,20,4,May,2023,892.56
1653,18,1,Jun,2024,131.48
1654,13,1,Jan,2023,146.44
1655,7,4,Apr,2024,635.36
1656,12,3,May,2024,409.98
1657,16,5,May,2024,813.96
1658,16,2,Aug,2024,422.56
1659,19,2,Feb,2024,724.54
1660,9,5,Sep,2024,927.36
1661,11,5,Mar,2024,843.84
1662,5,2,Dec,2023,40.61
1663,4,3,Aug,2024,775.36
1664,9,1,Nov,2023,870.1
1665,8,3,May,2024,296.78
1666,17,4,Jun,2023,122.76
1667,13,1,Aug,2024,28.97
1668,10,1,Sep,2023,977.25
1669,1,4,Aug,2023,277.32
1670,15,2,Dec,2023,988.96
1671,16,6,Apr,2023,648.62
1672,14,2,Jul,2023,146.58
1673,10,1,Dec,2023,152.02
1674,15,3,May,2024,816.1
1675,15,5,Apr,2024,26.99
1676,5,3,Jan,2023,775.54
1677,11,5,Apr,2024,273.31
1678,14,3,Aug,2023,355.35
1679,6,6,Nov,2023,176.05
1680,13,2,Jun,2023,953.33
1681,2,1,Dec,2023,933.15
1682,13,3,Jun,2024,367.67
1683,4,4,Oct,2024,66.43
1684,9,3,Jul,2023,596.44
1685,3,4,Jan,2023,481.12
1686,7,2,Jan,2024,10.32
1687,7,3,Sep,2024,766.04
1688,6,4,Dec,2023,835.61
1689,14,3,Jul,2024,424.31
1690,9,2,Aug,2023,822.72
1691,3,3,May,2024,267.6
1692,8,3,Oct,2023,980.49
1693,12,4,Jan,2024,658.64
1694,17,5,Sep,2023,100.55
1695,1,5,Apr,2023,133.16
1696,8,5,Nov,2023,996.59
1697,16,2,Nov,2024,518.26
1698,18,2,Mar,2023,637.13
1699,10,5,Jan,2024,113.49
1700,12,1,Nov,2024,188.0
1701,9,1,Jul,2023,638.89
1702,15,1,Apr,2023,769.88
1703,18,4,Jan,2023,474.98
1704,19,1,Jan,2023,755.69
1705,6,1,Jun,2024,644.01
1706,6,5,Dec,2023,789.5
1707,20,2,Nov,2024,80.75
1708,18,1,Feb,2024,287.08
1709,10,1,Mar,2023,974.37
1710,1,4,Jul,2023,599.27
1711,2,3,Nov,2023,354.56
1712,16,5,Feb,2023,806.55
1713,10,2,Mar,2023,72.76
1714,11,6,Apr,2023,89.0
1715,9,3,Feb,2024,161.55
1716,20,3,Dec,2024,388.6
1717,15,4,Sep,2024,875.94
1718,2,5,Aug,2023,552.09
1719,10,5,Sep,2023,202.78
1720,17,4,Feb,2023,455.53
1721,10,3,Aug,2023,586.77
1722,4,4,Jul,2023,870.58
1723,2,6,Feb,2023,638.17
1724,18,6,May,2024,710.62
1725,4,2,Aug,2023,372.53
1726,5,4,Aug,2023,364.85
1727,17,3,Sep,2023,646.08
1728,7,6,Nov,2023,309.62
1729,1,6,Aug,2024,465.61
1730,20,1,Jul,2024,753.28
1731,9,4,Jul,2024,698.67
1732,9,6,Aug,2024,728.41
1733,13,5,Jan,2024,114.53
1734,13,4,Nov,2024,205.97
1735,2,1,Jun,2023,662.81
1736,16,4,Feb,2023,618.09
1737,1,4,Jun,2024,484.54
1738,3,3,Oct,2023,992.94
1739,6,2,Feb,2024,413.24
1740,4,2,Jan,2023,90.25
1741,6,5,Jan,2024,382.81
1742,12,2,Apr,2023,691.91
1743,20,4,Apr,2023,403.71
1744,10,5,Oct,2023,513.91
1745,2,2,Dec,2023,171.47
1746,9,5,Jan,2024,949.5
1747,8,5,Aug,2024,928.38
1748,14,5,Nov,2024,293.57
1749,3,6,Jan,2024,839.2
1750,2,6,Feb,2024,522.85
1751,13,6,Nov,2024,723.02
1752,7,3,Mar,2024,830.99
1753,8,1,Aug,2024,787.18
1754,11,3,Jul,2024,918.96
1755,19,3,Apr,2024,18.08
1756,10,3,Oct,2024,347.79
1757,14,2,Dec,2024,976.55
1758,12,3,Sep,2024,61.08
1759,6,6,Oct,2024,358.2
1760,7,5,Sep,2023,143.23
1761,13,6,Nov,2024,637.77
1762,16,2,Jun,2023,238.46
1763,3,1,Dec,2023,444.72
1764,7,2,Jun,2024,821.11
1765,14,1,Jan,2023,484.48
1766,20,5,Feb,2023,154.78
1767,3,5,Sep,2024,822.19
1768,12,4,May,2024,405.73
1769,4,2,Apr,2023,995.72
1770,14,5,Sep,2024,940.22
1771,11,4,May,2023,524.39
1772,7,6,Aug,2023,227.27
1773,17,5,Jun,2023,742.06
1774,3,6,Oct,2023,776.72
1775,1,5,Apr,2024,462.4
1776,18,2,Oct,2024,808.39
1777,7,5,Jan,2023,825.04
1778,5,1,Jul,2023,85.3
1779,12,3,Apr,2024,69.96
1780,8,4,May,2024,240.4
1781,2,5,Aug,2023,992.41
1782,15,6,Mar,2023,328.7
1783,6,1,Aug,2024,848.4
1784,11,1,Aug,2023,233.3
1785,3,3,May,2023,434.6
1786,8,5,Nov,2023,812.36
1787,17,2,Dec,2024,659.65
1788,6,3,Jan,2024,28.44
1789,1,6,Mar,2024,962.29
1790,14,6,Dec,2024,859.08
1791,13,3,Feb,2024,137.87
1792,9,2,Oct,2023,58.37
1793,15,2,Oct,2023,549.87
1794,10,6,Sep,2024,968.53
1795,11,4,Aug,2023,665.21
1796,20,5,Jul,2024,554.98
1797,19,5,Sep,2023,353.87
1798,4,1,Mar,2024,980.62
1799,13,3,Mar,2024,800.05
1800,9,2,Feb,2023,531.47
1801,12,1,Dec,2023,587.77
1802,18,1,Mar,2024,954.44
1803,5,4,Jan,2024,924.39
1804,8,4,Apr,2024,523.84
1805,6,2,Dec,2024,170.94
1806,13,5,Mar,2024,116.64
1807,15,1,Dec,2023,237.05
1808,6,5,Jan,2024,471.37
1809,15,1,May,2024,699.07
1810,17,6,Dec,2024,100.28
1811,20,6,Sep,2024,727.25
1812,2,2,Oct,2023,198.5
1813,7,6,May,2023,122.2
1814,20,4,Mar,2024,498.12
1815,7,1,Jun,2024,583.28
1816,10,6,Jun,2024,982.39
1817,9,6,Mar,2023,957.88
1818,6,2,Aug,2023,975.38
1819,20,6,May,2024,16.59
1820,16,6,Aug,2024,490.29
1821,10,1,Jan,2024,295.18
1822,19,3,Dec,2024,516.71
1823,12,4,Feb,2024,469.8
1824,17,2,Dec,2023,37.49
1825,10,4,Mar,2024,159.31
1826,2,3,May,2024,742.16
1827,8,6,Jan,2024,549.39
1828,19,6,Mar,2024,300.16
1829,11,3,Dec,2023,636.03
1830,7,6,Feb,2024,686.36
1831,19,5,May,2024,30.46
1832,5,1,Apr,2023,757.82
1833,20,1,Apr,2023,114.0
1834,1,5,Sep,2023,125.06
1835,11,1,Aug,2023,216.52
1836,17,2,May,2024,592.87
1837,10,2,Dec,2023,654.45
1838,7,5,Dec,2023,244.96
1839,12,6,Mar,2023,966.53
1840,9,5,Apr,2023,636.12
1841,6,1,Apr,2024,945.55
1842,11,3,Sep,2023,65.63
1843,6,4,Apr,2024,658.32
1844,9,5,Sep,2023,146.58
1845,4,5,May,2023,485.08
1846,10,5,Jul,2024,195.88
1847,13,5,Jan,2024,583.56
1848,3,2,Sep,2024,51.44
1849,9,1,Jan,2023,546.01
1850,8,3,Jun,2023,689.55
1851,9,1,Jul,2023,782.44
1852,14,1,Mar,2023,315.55
1853,20,3,Feb,2024,400.46
1854,13,4,Nov,2024,423.73
1855,15,2,Nov,2023,327.14
1856,6,6,Nov,2023,250.85
1857,8,6,Mar,2023,865.16
1858,9,5,Mar,2024,446.36
1859,4,4,Jun,2023,802.33
1860,11,2,Jan,2023,107.31
1861,15,3,Sep,2023,643.41
1862,7,6,Apr,2023,88.8
1863,18,6,Jun,2023,96.07
1864,12,6,Jun,2023,729.18
1865,15,3,Jun,2023,312.07
1866,6,3,Sep,2024,637.07
1867,15,2,Aug,2024,409.68
1868,17,4,May,2024,346.36
1869,13,3,Jul,2024,22.53
1870,13,6,Aug,2023,228.37
1871,8,6,Oct,2024,919.9
1872,12,5,Jan,2023,626.84
1873,20,5,Jul,2024,851.27
1874,9,4,Dec,2023,675.99
1875,7,1,Jan,2024,754.4
1876,3,2,Jun,2023,495.66
1877,9,1,May,2023,542.41
1878,13,6,Oct,2024,712.0
1879,14,5,Feb,2024,816.44
1880,10,1,Jan,2024,70.12
1881,20,4,Oct,2024,849.7
1882,16,3,Jul,2024,110.24
1883,8,6,Jul,2024,789.41
1884,4,5,Aug,2024,436.32
1885,18,2,Mar,2023,431.0
1886,4,2,Feb,2024,779.83
1887,13,3,Oct,2023,529.83
1888,18,6,Oct,2023,416.62
1889,14,2,Jul,2023,179.42
1890,13,4,Nov,2024,894.84
1891,8,6,Feb,2023,894.84
1892,12,3,Jun,2023,932.9
1893,20,3,Aug,2024,64.89
1894,11,5,Apr,2024,595.25
1895,7,4,Jul,2024,197.87
1896,17,6,Nov,2023,143.53
1897,12,3,Nov,2023,939.44
1898,8,3,Mar,2024,174.09
1899,6,3,Apr,2023,577.75
1900,7,3,Nov,2023,32.31
1901,18,2,May,2023,586.28
1902,9,5,Jan,2023,660.48
1903,18,2,Jun,2023,530.0
1904,19,3,Dec,2024,315.59
1905,8,1,Jun,2023,380.53
1906,18,5,Nov,2024,680.38
1907,18,2,Dec,2024,521.76
1908,14,5,May,2023,171.71
1909,16,5,Jul,2023,169.05
1910,4,5,Aug,2023,624.18
1911,18,4,Feb,2024,955.74
1912,3,2,Jul,2024,793.62
1913,14,1,Jul,2023,365.59
1914,17,5,Nov,2023,659.68
1915,15,5,Jan,2023,384.93
1916,2,2,May,2023,820.61
1917,6,2,Jan,2023,548.01
1918,6,3,Aug,2023,725.31
1919,19,6,Apr,2024,894.99
1920,13,2,Aug,2024,828.94
1921,16,4,Feb,2024,190.05
1922,4,4,Jul,2023,104.56
1923,10,5,Jan,2024,126.76
1924,12,5,Oct,2023,760.76
1925,15,2,Mar,2024,872.94
1926,2,1,Jun,2024,85.43
1927,3,6,Jan,2023,443.4
1928,13,1,Mar,2024,632.98
1929,5,1,Feb,2023,387.65
1930,7,3,Aug,2024,651.66
1931,7,4,Sep,2024,539.46
1932,3,4,Nov,2023,374.29
1933,1,6,Jun,2023,503.4
1934,1,5,Apr,2024,234.24
1935,4,4,Sep,2024,207.9
1936,8,6,May,2024,421.21
1937,11,5,Jan,2023,822.27
1938,17,5,Jun,2024,611.1
1939,3,1,Jan,2024,505.65
1940,1,1,Jan,2023,791.24
1941,11,5,Jul,2024,721.86
1942,20,6,Oct,2024,261.22
1943,12,2,May,2024,347.83
1944,3,4,Aug,2024,105.37
1945,7,3,Aug,2023,268.2
1946,7,3,Oct,2023,666.39
1947,10,2,Nov,2023,894.86
1948,16,5,Aug,2024,120.88
1949,2,5,Dec,2024,793.19
1950,2,5,Aug,2023,376.72
1951,19,1,Sep,2024,944.26
1952,19,2,Oct,2024,568.56
1953,12,1,Feb,2023,686.16
1954,14,1,Feb,2024,630.48
1955,11,5,Jun,2024,428.95
1956,20,4,Feb,2023,786.39
1957,14,4,May,2023,784.37
1958,18,2,May,2023,445.2
1959,18,3,Jan,2023,251.77
1960,20,5,Jan,2023,968.11
1961,9,2,Oct,2023,942.42
1962,18,1,Mar,2023,769.28
1963,3,4,Jan,2023,296.14
1964,15,4,Jul,2024,685.82
1965,18,1,Aug,2023,988.32
1966,18,3,Jun,2024,977.98
1967,3,3,Dec,2023,840.0
1968,17,5,Nov,2023,740.58
1969,7,2,Jan,2023,592.87
1970,2,1,Aug,2024,642.3
1971,5,4,Sep,2023,408.42
1972,5,3,Nov,2023,797.06
1973,14,4,Mar,2023,529.18
1974,19,4,Apr,2024,964.79
1975,19,3,Jun,2024,38.26
1976,10,4,Jan,2023,837.48
1977,17,5,Dec,2023,940.6
1978,3,5,Dec,2024,530.54
1979,16,5,Jul,2024,728.39
1980,5,3,Nov,2024,417.03
1981,17,4,Mar,2024,591.97
1982,8,5,Nov,2023,549.78
1983,13,2,Oct,2024,875.66
1984,9,4,Mar,2023,476.14
1985,13,4,Nov,2024,820.57
1986,9,1,May,2023,163.16
1987,17,2,Oct,2023,376.02
1988,5,4,Nov,2024,97.58
1989,19,1,May,2023,392.12
1990,4,6,Mar,2024,552.72
1991,17,1,Oct,2023,980.82
1992,19,3,Mar,2023,544.91
1993,6,4,Jun,2023,606.34
1994,6,2,Jul,2023,551.32
1995,20,5,Nov,2024,138.13
1996,10,2,May,2023,731.08
1997,16,2,Feb,2024,640.44
1998,9,1,May,2023,998.1
1999,8,2,Jun,2023,519.82
2000,4,5,Oct,2023,769.58
2001,2,1,Sep,2024,512.91
2002,16,6,Oct,2023,772.42
2003,14,2,Dec,2023,211.14
2004,8,2,Apr,2023,452.41
2005,15,4,Mar,2024,601.54
2006,2,4,Aug,2023,996.85
2007,15,1,Sep,2023,410.26
2008,20,1,Mar,2024,574.55
2009,19,1,Dec,2023,136.56
2010,19,3,Nov,2024,230.17
2011,3,6,Sep,2023,952.83
2012,15,3,May,2024,365.95
2013,3,6,Apr,2023,322.03
2014,16,4,Sep,2024,134.48
2015,2,6,Jul,2024,329.47
2016,3,6,Sep,2024,876.05
2017,19,4,Sep,2023,766.76
2018,9,3,Jul,2024,30.13
2019,9,2,Oct,2023,729.58
2020,12,1,Sep,2024,604.89
2021,9,6,Mar,2024,181.37
2022,17,5,Jan,2024,35.79
2023,2,1,Dec,2023,870.57
2024,13,3,Nov,2024,883.9
2025,16,3,Jan,2023,265.8
2026,9,4,May,2024,533.95
2027,7,5,Jun,2024,118.85
2028,14,5,Aug,2024,865.63
2029,5,4,Jan,2024,584.04
2030,13,5,Nov,2023,604.86
2031,8,2,Apr,2024,772.79
2032,12,2,Oct,2024,639.98
2033,1,3,Aug,2024,722.38
2034,5,1,Sep,2024,37.78
2035,11,2,May,2024,293.64
2036,1,1,Apr,2023,923.17
2037,3,2,Jun,2024,676.16
2038,12,3,Aug,2024,814.17
2039,2,4,Jun,2024,68.01
2040,6,6,May,2024,712.78
2041,16,5,Jun,2023,127.92
2042,14,1,Apr,2024,362.36
2043,4,5,Nov,2023,311.37
2044,7,2,Oct,2024,722.87
2045,12,2,Feb,2024,758.61
2046,19,4,Jul,2023,647.57
2047,11,1,Feb,2024,573.29
2048,17,3,Mar,2023,443.36
2049,12,5,Dec,2023,935.14
2050,17,2,Jun,2023,495.19
2051,2,2,Jul,2023,871.27
2052,9,5,Jun,2023,423.77
2053,12,5,Oct,2024,943.89
2054,16,4,Jan,2024,24.8
2055,4,2,Dec,2024,468.05
2056,18,5,Aug,2024,133.34
2057,8,4,Jun,2024,747.12
2058,7,1,Jul,2024,424.09
2059,3,4,May,2024,563.33
2060,12,5,Feb,2024,899.23
2061,7,3,Jan,2023,150.75
2062,8,5,Jun,2023,325.95
2063,11,5,Jan,2024,22.81
2064,2,4,Sep,2023,501.79
2065,8,3,Apr,2024,573.4
2066,5,2,Feb,2024,876.71
2067,7,3,Dec,2024,977.42
2068,8,6,Oct,2024,120.29
2069,2,1,Sep,2023,429.15
2070,6,2,Feb,2024,461.34
2071,13,4,Aug,2024,231.84
2072,11,4,May,2024,826.45
2073,17,5,Nov,2023,138.37
2074,13,3,Jan,2024,475.92
2075,6,3,May,2024,639.81
2076,11,2,Jan,2024,369.37
2077,6,2,Feb,2023,921.71
2078,20,5,Nov,2024,929.62
2079,17,5,Apr,2023,502.71
2080,10,1,Mar,2024,542.65
2081,13,4,Mar,2023,110.1
2082,6,4,Jul,2024,873.4
2083,5,5,Apr,2024,390.82
2084,15,4,Oct,2023,447.78
2085,6,6,Feb,2023,521.91
2086,19,6,Aug,2024,526.73
2087,15,2,Aug,2023,181.52
2088,16,2,Apr,2023,357.48
2089,5,3,Nov,2023,835.45
2090,20,1,Apr,2024,655.24
2091,7,5,Aug,2023,399.54
2092,9,2,Sep,2024,301.11
2093,1,2,Nov,2024,675.75
2094,15,4,Jun,2023,535.66
2095,5,5,Apr,2024,398.25
2096,2,1,Apr,2023,732.0
2097,15,5,Jan,2024,732.42
2098,3,1,Jun,2023,101.31
2099,3,5,Mar,2024,332.3
2100,10,4,May,2024,570.07
2101,7,4,Oct,2023,236.27
2102,16,2,Dec,2024,259.46
2103,15,2,Sep,2023,276.05
2104,15,6,Feb,2024,25.18
2105,1,3,May,2024,752.9
2106,6,4,Sep,2023,48.46
2107,2,5,Jan,2024,72.36
2108,1,5,May,2024,337.97
2109,2,2,Aug,2023,119.37
2110,11,6,May,2024,277.74
2111,10,1,Mar,2024,375.97
2112,10,2,Apr,2023,776.38
2113,3,1,Oct,2024,61.98
2114,18,3,Dec,2023,460.4
2115,12,5,Sep,2024,221.62
2116,13,2,Jan,2023,280.66
2117,6,3,Sep,2024,118.09
2118,16,5,Apr,2024,786.7
2119,18,4,Sep,2023,43.64
2120,2,2,Sep,2023,354.43
2121,7,5,Mar,2023,766.82
2122,2,1,Sep,2023,606.69
2123,7,1,Jan,2023,128.59
2124,2,4,Nov,2024,704.28
2125,15,1,May,2024,78.59
2126,20,2,Jul,2024,857.0
2127,13,3,Aug,2023,855.39
2128,20,3,Oct,2023,762.78
2129,10,6,Mar,2023,763.45
2130,6,2,Feb,2023,909.22
2131,6,4,Oct,2023,622.77
2132,4,5,Jan,2023,259.87
2133,1,4,Jan,2023,960.89
2134,15,3,Feb,2023,156.48
2135,4,4,Nov,2023,684.88
2136,1,5,Oct,2024,433.55
2137,5,3,Dec,2023,488.47
2138,13,5,Apr,2024,652.94
2139,9,1,Mar,2024,467.59
2140,10,5,Sep,2024,925.65
2141,12,3,Jun,2023,422.53
2142,4,2,Feb,2024,809.15
2143,6,4,Oct,2023,258.24
2144,5,2,Feb,2024,481.6
2145,17,6,Nov,2023,660.82
2146,3,5,Jun,2023,605.87
2147,16,6,Apr,2023,619.71
2148,12,4,Jul,2023,95.09
2149,16,1,Mar,2023,483.47
2150,2,2,Sep,2023,591.29
2151,3,2,Feb,2023,277.54
2152,4,1,Nov,2023,921.89
2153,5,5,Dec,2024,956.49
2154,13,3,Mar,2024,593.61
2155,17,1,May,2024,199.21
2156,11,4,May,2023,238.86
2157,17,5,May,2023,12.99
2158,14,1,May,2023,177.98
2159,8,3,May,2024,902.83
2160,14,1,Jul,2023,558.3
2161,1,4,Apr,2024,805.05
2162,10,3,Dec,2024,489.56
2163,7,1,Mar,2024,413.01
2164,2,1,Nov,2024,585.76
2165,4,2,Sep,2023,135.75
2166,7,2,Aug,2023,650.4
2167,13,5,Oct,2024,397.94
2168,4,3,Nov,2023,172.51
2169,4,2,Sep,2024,976.09
2170,15,6,Nov,2023,945.83
2171,15,5,Sep,2024,472.61
2172,19,6,Sep,2024,342.53
2173,7,3,Jun,2023,270.81
2174,3,2,Sep,2024,964.45
2175,17,2,Feb,2024,243.89
2176,6,3,Feb,2024,655.87
2177,7,2,Oct,2023,991.29
2178,17,3,Jul,2023,915.83
2179,16,5,Apr,2024,91.44
2180,7,4,May,2024,668.22
2181,1,5,Jan,2023,19.87
2182,7,3,Feb,2024,915.78
2183,9,3,May,2024,57.9
2184,1,1,Jan,2024,201.06
2185,19,2,Jan,2024,132.82
2186,16,2,Oct,2023,469.16
2187,9,5,May,2023,446.63
2188,12,5,Apr,2023,642.06
2189,9,6,Apr,2024,297.77
2190,9,6,Apr,2024,764.29
2191,16,3,Jan,2024,270.11
2192,17,5,Aug,2023,107.74
2193,16,2,Mar,2023,851.0
2194,19,1,Apr,2024,618.71
2195,5,2,Apr,2024,931.82
2196,7,2,Aug,2024,814.48
2197,15,1,Aug,2024,334.59
2198,7,6,May,2024,86.0
2199,18,3,Jul,2024,201.45
2200,6,1,Jan,2024,865.67
2201,3,4,May,2023,415.29
2202,5,6,Jun,2024,773.43
2203,5,6,Mar,2023,288.68
2204,6,1,Feb,2024,364.79
2205,18,1,Nov,2023,808.96
2206,7,1,Apr,2024,381.31
2207,14,3,Dec,2023,746.62
2208,9,1,Sep,2024,85.95
2209,14,1,May,2024,397.07
2210,4,5,Oct,2023,211.49
2211,18,2,Jul,2024,543.51
2212,13,4,Mar,2024,751.42
2213,20,5,Aug,2023,196.85
2214,10,6,Jul,2024,886.57
2215,14,4,Jan,2023,995.52
2216,18,3,Sep,2024,127.04
2217,3,3,Jun,2023,212.79
2218,3,1,Oct,2023,469.92
2219,7,3,Apr,2023,546.51
2220,3,5,Apr,2023,142.36
2221,13,1,Dec,2024,646.77
2222,19,3,May,2023,814.69
2223,15,4,Feb,2023,924.29
2224,15,4,Nov,2024,907.89
2225,14,4,Nov,2023,416.94
2226,18,1,Jul,2023,337.9
2227,14,1,Oct,2024,152.49
2228,8,4,May,2024,350.85
2229,20,2,Sep,2024,978.53
2230,13,6,Oct,2023,49.21
2231,4,4,Jul,2023,862.94
2232,13,5,Nov,2023,884.5
2233,2,1,Feb,2023,651.91
2234,13,4,Mar,2023,865.99
2235,3,6,Dec,2023,583.43
2236,10,3,Jul,2024,803.85
2237,19,3,Jan,2023,571.0
2238,16,5,Dec,2024,643.5
2239,8,6,Jan,2023,594.98
2240,9,1,Aug,2024,517.4
2241,19,1,Jul,2023,364.51
2242,19,6,Jun,2024,253.14
2243,1,5,Nov,2024,771.81
2244,13,6,Sep,2023,205.46
2245,13,6,Jan,2024,300.67
2246,13,5,Jun,2024,742.4
2247,8,2,Mar,2023,525.65
2248,6,4,May,2023,749.68
2249,20,4,Apr,2023,757.94
2250,16,3,Oct,2023,593.94
2251,17,5,Jun,2023,106.33
2252,12,3,Aug,2023,381.31
2253,3,1,Feb,2024,840.15
2254,19,4,Sep,2023,922.12
2255,2,3,Jul,2024,43.35
2256,6,2,Jan,2023,971.99
2257,2,3,Aug,2023,103.7
2258,16,1,Dec,2024,997.45
2259,17,3,Apr,2024,588.15
2260,14,2,Oct,2024,612.01
2261,6,2,Mar,2023,951.62
2262,9,2,Dec,2023,551.69
2263,1,4,Jul,2023,80.8
2264,3,2,Jan,2023,75.04
2265,11,4,Nov,2023,74.05
2266,16,2,Jul,2024,862.42
2267,1,1,Feb,2024,898.94
2268,14,6,Nov,2024,430.56
2269,16,5,Nov,2023,688.29
2270,7,4,Jun,2024,189.55
2271,11,1,Apr,2023,912.36
2272,15,3,Feb,2024,636.15
2273,10,6,Sep,2023,465.53
2274,7,2,Dec,2023,670.09
2275,8,4,Sep,2024,898.8
2276,18,2,Nov,2024,824.64
2277,8,6,May,2024,581.18
2278,4,6,Jun,2024,121.7
2279,6,3,Sep,2024,500.4
2280,4,3,Nov,2023,786.93
2281,11,4,Dec,2023,465.4
2282,6,3,Apr,2023,876.41
2283,13,4,Feb,2023,292.11
2284,14,3,May,2024,249.22
2285,12,2,Oct,2024,975.71
2286,15,4,Jul,2023,393.09
2287,14,6,Apr,2024,501.73
2288,16,6,May,2024,589.63
2289,17,6,Apr,2024,946.18
2290,14,2,May,2023,246.17
2291,14,1,Mar,2023,227.82
2292,2,4,Nov,2023,590.65
2293,16,4,Sep,2024,488.0
2294,6,1,Jun,2024,972.88
2295,4,2,Feb,2024,406.09
2296,12,5,Feb,2023,509.98
2297,5,2,Jan,2023,542.82
2298,13,4,Jan,2024,243.26
2299,17,3,Oct,2024,601.71
2300,8,3,Jun,2024,957.36
2301,5,4,Mar,2024,920.08
2302,13,4,Oct,2023,948.88
2303,18,6,Feb,2023,714.97
2304,11,3,Aug,2024,386.18
2305,5,3,Jan,2024,932.43
2306,18,6,Mar,2024,263.66
2307,5,3,Sep,2024,248.3
2308,6,2,Mar,2023,873.78
2309,9,6,Apr,2023,263.09
2310,14,5,Dec,2023,581.14
2311,12,1,Jul,2023,147.68
2312,8,3,Sep,2023,782.17
2313,5,1,Sep,2023,723.54
2314,7,1,Jun,2023,284.15
2315,8,2,Dec,2023,581.37
2316,8,6,Mar,2023,171.39
2317,18,3,Nov,2024,273.7
2318,6,1,Jun,2023,924.64
2319,4,1,Jul,2024,963.0
2320,13,1,Dec,2024,264.22
2321,14,2,Sep,2024,513.21
2322,4,4,Sep,2024,340.33
2323,18,2,Apr,2023,260.29
2324,7,2,Sep,2023,560.88
2325,12,3,Jun,2024,133.34
2326,13,5,Feb,2024,216.09
2327,9,5,Jun,2023,96.87
2328,6,2,May,2023,858.75
2329,7,2,Jan,2023,517.62
2330,18,5,Oct,2023,306.57
2331,6,4,Sep,2024,96.17
2332,9,6,Sep,2024,222.44
2333,2,6,May,2023,291.17
2334,2,1,Aug,2023,578.85
2335,9,2,Feb,2024,858.72
2336,19,5,May,2023,958.77
2337,5,1,Jun,2024,593.86
2338,18,4,Feb,2023,349.43
2339,18,1,Aug,2024,924.23
2340,16,2,Feb,2024,861.7
2341,8,5,Jan,2024,927.59
2342,20,4,Sep,2024,413.46
2343,8,1,Jun,2023,784.66
2344,5,3,Dec,2024,959.58
2345,14,4,Oct,2023,717.31
2346,17,1,May,2024,226.75
2347,1,2,Oct,2024,660.67
2348,3,6,Jan,2023,612.82
2349,5,3,Nov,2023,900.41
2350,20,5,Apr,2024,841.54
2351,6,2,Jan,2023,360.44
2352,11,3,Jul,2024,905.89
2353,18,3,May,2023,402.32
2354,10,6,Nov,2024,714.22
2355,18,1,Aug,2024,348.24
2356,7,6,Sep,2024,68.01
2357,6,6,Apr,2023,586.75
2358,16,3,Aug,2023,518.8
2359,14,5,Jan,2024,427.4
2360,1,5,Feb,2024,941.4
2361,18,4,Apr,2023,360.2
2362,4,3,May,2023,234.71
2363,12,4,Jun,2024,992.47
2364,13,3,Oct,2024,335.72
2365,11,4,Dec,2024,787.32
2366,1,3,Apr,2024,468.38
2367,12,3,Dec,2024,267.14
2368,1,1,Mar,2024,495.24
2369,12,1,Dec,2024,126.96
2370,1,5,Jan,2023,530.19
2371,7,5,Aug,2024,191.68
2372,18,2,Jun,2023,870.66
2373,15,4,Sep,2023,939.14
2374,10,2,Aug,2023,448.12
2375,18,4,Dec,2023,61.16
2376,10,1,May,2024,734.76
2377,18,1,May,2023,563.08
2378,7,2,Dec,2023,267.89
2379,8,5,Sep,2023,884.3
2380,12,4,Mar,2024,203.37
2381,12,5,Jan,2023,715.0
2382,16,4,Jun,2023,981.12
2383,16,2,Apr,2024,288.15
2384,13,1,Jan,2023,96.41
2385,1,2,Sep,2023,882.28
2386,10,1,Feb,2023,448.18
2387,20,3,Sep,2024,521.39
2388,6,4,Jun,2023,597.14
2389,16,5,Oct,2023,258.54
2390,19,6,Feb,2024,371.47
2391,3,6,Jan,2023,119.87
2392,16,1,Jan,2024,573.44
2393,14,6,Apr,2023,388.18
2394,12,5,Feb,2024,293.5
2395,2,4,Dec,2023,205.02
2396,1,3,Aug,2024,185.19
2397,12,5,Feb,2023,609.9
2398,3,5,May,2023,824.17
2399,13,4,Nov,2024,541.49
2400,4,4,Jan,2023,272.81
2401,14,1,Jun,2024,972.88
2402,10,2,Oct,2023,320.86
2403,16,4,Jul,2023,789.89
2404,6,6,Dec,2024,836.41
2405,17,3,Mar,2023,655.42
2406,11,4,Jul,2023,492.34
2407,16,3,May,2024,170.66
2408,5,4,Dec,2024,932.08
